% time	cellId	IMSI	frame	sframe	RNTI	mcsTb1	sizeTb1	mcsTb2	sizeTb2
0.651	1	0	66	2	4	20	389	0	0
0.581	1	0	59	2	1	8	421	0	0
0.652	1	0	66	3	1	8	317	0	0
0.652	1	0	66	3	5	22	349	0	0
0.653	1	0	66	4	2	28	373	0	0
0.653	1	0	66	4	3	14	389	0	0
0.653	1	0	66	4	4	20	389	0	0
0.582	1	0	59	3	3	14	775	0	0
0.654	1	0	66	5	1	8	317	0	0
0.654	1	0	66	5	5	22	349	0	0
0.655	1	0	66	6	1	8	67	0	0
0.583	1	0	59	4	1	8	421	0	0
0.655	1	0	66	6	2	28	373	0	0
0.655	1	0	66	6	3	14	317	0	0
0.655	1	0	66	6	4	20	293	0	0
0.656	1	0	66	7	1	8	317	0	0
0.656	1	0	66	7	5	22	349	0	0
0.584	1	0	59	5	2	28	2196	0	0
0.657	1	0	66	8	2	28	373	0	0
0.657	1	0	66	8	3	14	389	0	0
0.657	1	0	66	8	4	20	389	0	0
0.658	1	0	66	9	1	8	317	0	0
0.658	1	0	66	9	5	22	349	0	0
0.585	1	0	59	6	1	8	421	0	0
0.659	1	0	66	10	1	8	67	0	0
0.659	1	0	66	10	2	28	373	0	0
0.659	1	0	66	10	3	14	317	0	0
0.659	1	0	66	10	4	20	293	0	0
0.66	1	0	67	1	1	8	317	0	0
0.66	1	0	67	1	5	22	349	0	0
0.586	1	0	59	7	4	20	1191	0	0
0.661	1	0	67	2	2	28	373	0	0
0.661	1	0	67	2	3	14	389	0	0
0.661	1	0	67	2	4	20	389	0	0
0.662	1	0	67	3	1	8	317	0	0
0.662	1	0	67	3	5	22	349	0	0
0.587	1	0	59	8	3	14	775	0	0
0.663	1	0	67	4	1	8	137	0	0
0.663	1	0	67	4	3	14	317	0	0
0.663	1	0	67	4	4	20	293	0	0
0.664	1	0	67	5	1	8	241	0	0
0.664	1	0	67	5	2	28	373	0	0
0.664	1	0	67	5	5	22	349	0	0
0.588	1	0	59	9	1	8	421	0	0
0.665	1	0	67	6	1	8	32	0	0
0.665	1	0	67	6	2	28	185	0	0
0.665	1	0	67	6	3	14	389	0	0
0.665	1	0	67	6	4	20	389	0	0
0.589	1	0	59	10	5	22	1383	0	0
0.666	1	0	67	7	1	8	317	0	0
0.666	1	0	67	7	5	22	349	0	0
0.59	1	0	60	1	1	8	421	0	0
0.667	1	0	67	8	1	8	32	0	0
0.667	1	0	67	8	2	28	373	0	0
0.667	1	0	67	8	3	14	317	0	0
0.667	1	0	67	8	4	20	389	0	0
0.591	1	0	60	2	3	14	775	0	0
0.668	1	0	67	9	1	8	317	0	0
0.668	1	0	67	9	5	22	349	0	0
0.669	1	0	67	10	1	8	67	0	0
0.669	1	0	67	10	2	28	373	0	0
0.669	1	0	67	10	3	14	317	0	0
0.669	1	0	67	10	4	20	293	0	0
0.592	1	0	60	3	1	8	421	0	0
0.67	1	0	68	1	1	8	317	0	0
0.67	1	0	68	1	5	22	349	0	0
0.593	1	0	60	4	4	20	1191	0	0
0.671	1	0	68	2	2	28	373	0	0
0.671	1	0	68	2	3	14	389	0	0
0.671	1	0	68	2	4	20	389	0	0
0.594	1	0	60	5	1	8	421	0	0
0.672	1	0	68	3	1	8	317	0	0
0.672	1	0	68	3	5	22	349	0	0
0.595	1	0	60	6	5	22	1383	0	0
0.673	1	0	68	4	1	8	32	0	0
0.673	1	0	68	4	2	28	373	0	0
0.673	1	0	68	4	3	14	317	0	0
0.673	1	0	68	4	4	20	389	0	0
0.596	1	0	60	7	3	14	775	0	0
0.674	1	0	68	5	1	8	317	0	0
0.674	1	0	68	5	5	22	349	0	0
0.597	1	0	60	8	2	28	2196	0	0
0.675	1	0	68	6	1	8	32	0	0
0.675	1	0	68	6	2	28	373	0	0
0.675	1	0	68	6	3	14	389	0	0
0.675	1	0	68	6	4	20	293	0	0
0.598	1	0	60	9	1	8	421	0	0
0.676	1	0	68	7	1	8	317	0	0
0.676	1	0	68	7	5	22	349	0	0
0.599	1	0	60	10	1	8	421	0	0
0.677	1	0	68	8	1	8	32	0	0
0.677	1	0	68	8	2	28	373	0	0
0.677	1	0	68	8	3	14	317	0	0
0.677	1	0	68	8	4	20	389	0	0
0.6	1	0	61	1	4	20	1191	0	0
0.678	1	0	68	9	1	8	317	0	0
0.678	1	0	68	9	5	22	349	0	0
0.601	1	0	61	2	3	14	775	0	0
0.679	1	0	68	10	1	8	32	0	0
0.679	1	0	68	10	2	28	373	0	0
0.679	1	0	68	10	3	14	389	0	0
0.679	1	0	68	10	4	20	293	0	0
0.602	1	0	61	3	1	8	421	0	0
0.68	1	0	69	1	1	8	317	0	0
0.68	1	0	69	1	5	22	349	0	0
0.603	1	0	61	4	5	22	1383	0	0
0.681	1	0	69	2	1	8	32	0	0
0.681	1	0	69	2	2	28	373	0	0
0.681	1	0	69	2	3	14	317	0	0
0.681	1	0	69	2	4	20	389	0	0
0.604	1	0	61	5	1	8	421	0	0
0.682	1	0	69	3	1	8	317	0	0
0.682	1	0	69	3	5	22	349	0	0
0.605	1	0	61	6	3	14	775	0	0
0.683	1	0	69	4	1	8	67	0	0
0.683	1	0	69	4	3	14	389	0	0
0.683	1	0	69	4	4	20	389	0	0
0.606	1	0	61	7	4	20	1191	0	0
0.684	1	0	69	5	1	8	241	0	0
0.684	1	0	69	5	2	28	373	0	0
0.684	1	0	69	5	5	22	349	0	0
0.607	1	0	61	8	1	8	421	0	0
0.685	1	0	69	6	1	8	173	0	0
0.685	1	0	69	6	3	14	253	0	0
0.685	1	0	69	6	4	20	293	0	0
0.608	1	0	61	9	2	28	2196	0	0
0.686	1	0	69	7	1	8	209	0	0
0.686	1	0	69	7	2	28	373	0	0
0.686	1	0	69	7	3	14	61	0	0
0.686	1	0	69	7	5	22	349	0	0
0.609	1	0	61	10	3	14	775	0	0
0.687	1	0	69	8	1	8	101	0	0
0.687	1	0	69	8	3	14	317	0	0
0.687	1	0	69	8	4	20	389	0	0
0.61	1	0	62	1	1	8	421	0	0
0.688	1	0	69	9	1	8	241	0	0
0.688	1	0	69	9	2	28	373	0	0
0.688	1	0	69	9	5	22	349	0	0
0.611	1	0	62	2	5	22	1383	0	0
0.689	1	0	69	10	1	8	101	0	0
0.689	1	0	69	10	3	14	389	0	0
0.689	1	0	69	10	4	20	293	0	0
0.612	1	0	62	3	1	8	421	0	0
0.69	1	0	70	1	1	8	241	0	0
0.69	1	0	70	1	2	28	373	0	0
0.69	1	0	70	1	5	22	349	0	0
0.613	1	0	62	4	4	20	1191	0	0
0.691	1	0	70	2	1	8	101	0	0
0.691	1	0	70	2	3	14	317	0	0
0.691	1	0	70	2	4	20	389	0	0
0.614	1	0	62	5	3	14	775	0	0
0.692	1	0	70	3	1	8	241	0	0
0.692	1	0	70	3	2	28	373	0	0
0.692	1	0	70	3	5	22	349	0	0
0.615	1	0	62	6	1	8	421	0	0
0.693	1	0	70	4	1	8	137	0	0
0.693	1	0	70	4	3	14	317	0	0
0.693	1	0	70	4	4	20	293	0	0
0.616	1	0	62	7	1	8	421	0	0
0.694	1	0	70	5	1	8	241	0	0
0.694	1	0	70	5	2	28	373	0	0
0.694	1	0	70	5	5	22	349	0	0
0.695	1	0	70	6	1	8	67	0	0
0.617	1	0	62	8	3	14	775	0	0
0.695	1	0	70	6	3	14	389	0	0
0.695	1	0	70	6	4	20	389	0	0
0.696	1	0	70	7	1	8	277	0	0
0.696	1	0	70	7	2	28	185	0	0
0.696	1	0	70	7	5	22	349	0	0
0.618	1	0	62	9	5	22	1383	0	0
0.697	1	0	70	8	2	28	373	0	0
0.697	1	0	70	8	3	14	389	0	0
0.697	1	0	70	8	4	20	389	0	0
0.698	1	0	70	9	1	8	317	0	0
0.698	1	0	70	9	5	22	349	0	0
0.619	1	0	62	10	1	8	421	0	0
0.699	1	0	70	10	1	8	137	0	0
0.699	1	0	70	10	3	14	317	0	0
0.699	1	0	70	10	4	20	293	0	0
0.62	1	0	63	1	4	20	1191	0	0
0.621	1	0	63	2	2	28	2196	0	0
0.622	1	0	63	3	1	8	421	0	0
0.623	1	0	63	4	3	14	775	0	0
0.624	1	0	63	5	1	8	421	0	0
0.625	1	0	63	6	1	8	421	0	0
0.626	1	0	63	7	5	22	1383	0	0
0.627	1	0	63	8	3	14	775	0	0
0.628	1	0	63	9	4	20	1191	0	0
0.629	1	0	63	10	1	8	421	0	0
0.63	1	0	64	1	1	8	421	0	0
0.631	1	0	64	2	3	14	775	0	0
0.632	1	0	64	3	2	28	2196	0	0
0.633	1	0	64	4	1	8	421	0	0
0.634	1	0	64	5	4	20	1191	0	0
0.635	1	0	64	6	5	22	1383	0	0
0.636	1	0	64	7	3	14	775	0	0
0.637	1	0	64	8	1	8	421	0	0
0.638	1	0	64	9	1	8	421	0	0
0.639	1	0	64	10	3	14	775	0	0
0.64	1	0	65	1	4	20	1191	0	0
0.641	1	0	65	2	1	8	421	0	0
0.642	1	0	65	3	5	22	1383	0	0
0.643	1	0	65	4	1	8	421	0	0
0.644	1	0	65	5	2	28	2196	0	0
0.645	1	0	65	6	3	14	775	0	0
0.646	1	0	65	7	1	8	421	0	0
0.647	1	0	65	8	4	20	1191	0	0
0.648	1	0	65	9	1	8	421	0	0
0.649	1	0	65	10	3	14	775	0	0
0.65	1	0	66	1	5	22	1383	0	0
0.651	1	0	66	2	1	8	421	0	0
0.652	1	0	66	3	1	8	421	0	0
0.653	1	0	66	4	3	14	775	0	0
0.654	1	0	66	5	4	20	1191	0	0
0.655	1	0	66	6	1	8	421	0	0
0.656	1	0	66	7	2	28	2196	0	0
0.657	1	0	66	8	5	22	1383	0	0
0.658	1	0	66	9	3	14	775	0	0
0.659	1	0	66	10	1	8	421	0	0
0.66	1	0	67	1	1	8	421	0	0
0.661	1	0	67	2	4	20	1191	0	0
0.662	1	0	67	3	3	14	775	0	0
0.663	1	0	67	4	1	8	421	0	0
0.664	1	0	67	5	1	8	421	0	0
0.665	1	0	67	6	5	22	1383	0	0
0.666	1	0	67	7	3	14	775	0	0
0.667	1	0	67	8	4	20	1191	0	0
0.668	1	0	67	9	1	8	421	0	0
0.669	1	0	67	10	2	28	2196	0	0
0.67	1	0	68	1	1	8	421	0	0
0.671	1	0	68	2	3	14	775	0	0
0.672	1	0	68	3	1	8	421	0	0
0.673	1	0	68	4	5	22	1383	0	0
0.674	1	0	68	5	4	20	1191	0	0
0.675	1	0	68	6	1	8	421	0	0
0.676	1	0	68	7	3	14	775	0	0
0.677	1	0	68	8	1	8	421	0	0
0.678	1	0	68	9	1	8	421	0	0
0.679	1	0	68	10	3	14	775	0	0
0.68	1	0	69	1	2	28	2196	0	0
0.681	1	0	69	2	4	20	1191	0	0
0.682	1	0	69	3	5	22	1383	0	0
0.683	1	0	69	4	1	8	421	0	0
0.684	1	0	69	5	3	14	775	0	0
0.685	1	0	69	6	1	8	421	0	0
0.686	1	0	69	7	1	8	421	0	0
0.687	1	0	69	8	4	20	1191	0	0
0.688	1	0	69	9	3	14	775	0	0
0.689	1	0	69	10	5	22	1383	0	0
0.69	1	0	70	1	1	8	421	0	0
0.691	1	0	70	2	1	8	421	0	0
0.692	1	0	70	3	2	28	2196	0	0
0.693	1	0	70	4	3	14	775	0	0
0.694	1	0	70	5	4	20	1191	0	0
0.695	1	0	70	6	1	8	421	0	0
0.696	1	0	70	7	5	22	1383	0	0
0.697	1	0	70	8	1	8	421	0	0
0.698	1	0	70	9	3	14	775	0	0
0.699	1	0	70	10	1	8	421	0	0
